Count,clean_text,tokens,Dominant Label
275,unable save word document drive   word document unable save matter save select desktop drive etc result nothing happen create copy file save allow copy save anywhere  <> log  log  unable save word document drive    view progress    visit self  portal alternatively   without modify  phone    <> reassign unable save word document drive priority assign operations assign open    <> log  file path  phone    <>  unable save word document drive   open    <> reassign unable save word document drive priority assign operations   save file drive open    <> log  sorry hear  file  still occur  test  still occur  grab screen shoot error    <> log  open file  save still save error  anything show save press disk icon save notice  modify  file sit  folder   save desktop different folder win  select different location nothing select open  wish <>  unable save word document drive   open    <> log   check  open file make   save obviously win make noticaeble  space character something  document lock etc happy     file name  <> log  yes fine file lock vnu schedule credit recognition  <>  unable save word document drive   open    <> log  test  open file make  save successfully fact cannot drive location file make think  probably lie user account possible save file may  well  test     still occur save   still occur discuss  colleague windows systems team   progress  <> log   suggest still save  <>  unable save word document drive   open    <> log    discuss  colleague systems team  pick take   <> reassign unable save word document drive priority assign systems discuss  appear storage  user save file location make  file save accord note user copy file save  copy open    <>   resolve  unable save word document drive     appear manage save  file      touch  think  ready    days   days      note      say          <>   resolve open document still  likely   save document near future    <> unresolved  assign team    unable save word document drive open    <>   resolve  unable save word document drive    go via screen share save  document save file est folder copy file back  location seem resolve       touch  think  ready    days   days      note      say          ,"['unable', 'save', 'word', 'document', 'drive', 'word', 'document', 'unable', 'save', 'matter', 'save', 'select', 'desktop', 'drive', 'etc', 'result', 'nothing', 'happen', 'create', 'copy', 'file', 'save', 'allow', 'copy', 'save', 'anywhere', 'log', 'log', 'unable', 'save', 'word', 'document', 'drive', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'unable', 'save', 'word', 'document', 'drive', 'priority', 'assign', 'operations', 'assign', 'open', 'log', 'file', 'path', 'phone', 'unable', 'save', 'word', 'document', 'drive', 'open', 'reassign', 'unable', 'save', 'word', 'document', 'drive', 'priority', 'assign', 'operations', 'save', 'file', 'drive', 'open', 'log', 'sorry', 'hear', 'file', 'still', 'occur', 'test', 'still', 'occur', 'grab', 'screen', 'shoot', 'error', 'log', 'open', 'file', 'save', 'still', 'save', 'error', 'anything', 'show', 'save', 'press', 'disk', 'icon', 'save', 'notice', 'modify', 'file', 'sit', 'folder', 'save', 'desktop', 'different', 'folder', 'win', 'select', 'different', 'location', 'nothing', 'select', 'open', 'wish', 'unable', 'save', 'word', 'document', 'drive', 'open', 'log', 'check', 'open', 'file', 'make', 'save', 'obviously', 'win', 'make', 'noticaeble', 'space', 'character', 'something', 'document', 'lock', 'etc', 'happy', 'file', 'name', 'log', 'yes', 'fine', 'file', 'lock', 'vnu', 'schedule', 'credit', 'recognition', 'unable', 'save', 'word', 'document', 'drive', 'open', 'log', 'test', 'open', 'file', 'make', 'save', 'successfully', 'fact', 'cannot', 'drive', 'location', 'file', 'make', 'think', 'probably', 'lie', 'user', 'account', 'possible', 'save', 'file', 'may', 'well', 'test', 'still', 'occur', 'save', 'still', 'occur', 'discuss', 'colleague', 'windows', 'systems', 'team', 'progress', 'log', 'suggest', 'still', 'save', 'unable', 'save', 'word', 'document', 'drive', 'open', 'log', 'discuss', 'colleague', 'systems', 'team', 'pick', 'take', 'reassign', 'unable', 'save', 'word', 'document', 'drive', 'priority', 'assign', 'systems', 'discuss', 'appear', 'storage', 'user', 'save', 'file', 'location', 'make', 'file', 'save', 'accord', 'note', 'user', 'copy', 'file', 'save', 'copy', 'open', 'resolve', 'unable', 'save', 'word', 'document', 'drive', 'appear', 'manage', 'save', 'file', 'touch', 'think', 'ready', 'days', 'days', 'note', 'say', 'resolve', 'open', 'document', 'still', 'likely', 'save', 'document', 'near', 'future', 'unresolved', 'assign', 'team', 'unable', 'save', 'word', 'document', 'drive', 'open', 'resolve', 'unable', 'save', 'word', 'document', 'drive', 'go', 'via', 'screen', 'share', 'save', 'document', 'save', 'file', 'est', 'folder', 'copy', 'file', 'back', 'location', 'seem', 'resolve', 'touch', 'think', 'ready', 'days', 'days', 'note', 'say']",Software and Access
276,strategic plan resit module  blackboard support  sit colleagues  investigate resit submission tab module module visible student   wish  <> log  log  strategic plan resit module    view progress    visit self  portal alternatively   without modify  phone    <> reassign  information assign learn research status progress open    <>  strategic plan resit module  student  submit module module module <> word resit assignment due assume   resit materials content area hide  <>  strategic plan resit module  separate part assessment student state submit essay part assessment  presentation link visible submission  check link part visible cheer <>  strategic plan resit module   open    <>  strategic plan resit module  accord isis resit item <> presentation module module module grade map hand outside hence submission point <> item essay assignment  <>  strategic plan resit module  accord isis resit item <> presentation module module module grade map hand outside hence submission point <> item essay assignment  <>  strategic plan resit module   open    <>  strategic plan resit module  basis first submit students submit powerpoint audio narration blackboard  wish <>  strategic plan resit module   open    <>  strategic plan resit module  full submission require   faculty sit turn advise isis team make respective fix   come sit  <>  strategic plan resit module   datafix module module  make <> require submission full blackboard assignment ensure submission port available   <>  strategic plan resit module   open    <>  strategic plan resit module  confirm module module module <> resit item convert full available students submit  <>  strategic plan resit module       <>  strategic plan resit module   open    <>   complete  strategic plan resit module   assignment convert full   think  ready    days   days      note       say          <> reassign strategic plan resit module  strategic plan resit module assign academic student systems assignment  team  arrange amend module <> resit <> item full  add  fee  already action item already available submit  return complete  <> reassign strategic plan resit module  strategic plan resit module assign learn research  assignment   <>   complete  strategic plan resit module    white submit kaltura record   think  ready    days   days      note       say          <>,"['strategic', 'plan', 'resit', 'module', 'blackboard', 'support', 'sit', 'colleagues', 'investigate', 'resit', 'submission', 'tab', 'module', 'module', 'visible', 'student', 'wish', 'log', 'log', 'strategic', 'plan', 'resit', 'module', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'information', 'assign', 'learn', 'research', 'status', 'progress', 'open', 'strategic', 'plan', 'resit', 'module', 'student', 'submit', 'module', 'module', 'module', 'word', 'resit', 'assignment', 'due', 'assume', 'resit', 'materials', 'content', 'area', 'hide', 'strategic', 'plan', 'resit', 'module', 'separate', 'part', 'assessment', 'student', 'state', 'submit', 'essay', 'part', 'assessment', 'presentation', 'link', 'visible', 'submission', 'check', 'link', 'part', 'visible', 'cheer', 'strategic', 'plan', 'resit', 'module', 'open', 'strategic', 'plan', 'resit', 'module', 'accord', 'isis', 'resit', 'item', 'presentation', 'module', 'module', 'module', 'grade', 'map', 'hand', 'outside', 'hence', 'submission', 'point', 'item', 'essay', 'assignment', 'strategic', 'plan', 'resit', 'module', 'accord', 'isis', 'resit', 'item', 'presentation', 'module', 'module', 'module', 'grade', 'map', 'hand', 'outside', 'hence', 'submission', 'point', 'item', 'essay', 'assignment', 'strategic', 'plan', 'resit', 'module', 'open', 'strategic', 'plan', 'resit', 'module', 'basis', 'first', 'submit', 'students', 'submit', 'powerpoint', 'audio', 'narration', 'blackboard', 'wish', 'strategic', 'plan', 'resit', 'module', 'open', 'strategic', 'plan', 'resit', 'module', 'full', 'submission', 'require', 'faculty', 'sit', 'turn', 'advise', 'isis', 'team', 'make', 'respective', 'fix', 'come', 'sit', 'strategic', 'plan', 'resit', 'module', 'datafix', 'module', 'module', 'make', 'require', 'submission', 'full', 'blackboard', 'assignment', 'ensure', 'submission', 'port', 'available', 'strategic', 'plan', 'resit', 'module', 'open', 'strategic', 'plan', 'resit', 'module', 'confirm', 'module', 'module', 'module', 'resit', 'item', 'convert', 'full', 'available', 'students', 'submit', 'strategic', 'plan', 'resit', 'module', 'strategic', 'plan', 'resit', 'module', 'open', 'complete', 'strategic', 'plan', 'resit', 'module', 'assignment', 'convert', 'full', 'think', 'ready', 'days', 'days', 'note', 'say', 'reassign', 'strategic', 'plan', 'resit', 'module', 'strategic', 'plan', 'resit', 'module', 'assign', 'academic', 'student', 'systems', 'assignment', 'team', 'arrange', 'amend', 'module', 'resit', 'item', 'full', 'add', 'fee', 'already', 'action', 'item', 'already', 'available', 'submit', 'return', 'complete', 'reassign', 'strategic', 'plan', 'resit', 'module', 'strategic', 'plan', 'resit', 'module', 'assign', 'learn', 'research', 'assignment', 'complete', 'strategic', 'plan', 'resit', 'module', 'white', 'submit', 'kaltura', 'record', 'think', 'ready', 'days', 'days', 'note', 'say']",VLE and Module
277,fao  reinstate generic  account   telephone  earlier    arrange generic  account hasadmin reinstate delete error arrange correct  remove system  information      <> log sas admin log  fao  reinstate generic  account    view progress    visit self  portal alternatively   without modify  phone    <> reassign asap reinstate generic  account hasadminuwe priority assign operations  confirm generic mailbox delete error <> happen towards end december presume mailbox imminent risk carry require admin isis require  things back  <>  asap reinstate generic  account hasadminuwe      operations team check require  hasadminuwe back system soon possible  <> reassign asap reinstate generic  account hasadminuwe priority assign academic student systems mailbox still show office <> active  recreate isis ops involvement require open    <>    asap reinstate generic  account hasadminuwe   create today isis  password     available tomorrow  open    back         <>    asap reinstate generic  account hasadminuwe  great  much    <>  asap reinstate generic  account hasadminuwe   open    <>    asap reinstate generic  account hasadminuwe    address book today confirm    <>    asap reinstate generic  account hasadminuwe   still  inbox  address  colleagues attach mailbox   enough check end  <>  asap reinstate generic  account hasadminuwe   open    <>  sas admin resolve  asap reinstate generic  account hasadminuwe     check    back   flag  resolve unless hear  days  ,"['fao', 'reinstate', 'generic', 'account', 'telephone', 'earlier', 'arrange', 'generic', 'account', 'hasadmin', 'reinstate', 'delete', 'error', 'arrange', 'correct', 'remove', 'system', 'information', 'log', 'sas', 'admin', 'log', 'fao', 'reinstate', 'generic', 'account', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'priority', 'assign', 'operations', 'confirm', 'generic', 'mailbox', 'delete', 'error', 'happen', 'towards', 'end', 'december', 'presume', 'mailbox', 'imminent', 'risk', 'carry', 'require', 'admin', 'isis', 'require', 'things', 'back', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'operations', 'team', 'check', 'require', 'hasadminuwe', 'back', 'system', 'soon', 'possible', 'reassign', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'priority', 'assign', 'academic', 'student', 'systems', 'mailbox', 'still', 'show', 'office', 'active', 'recreate', 'isis', 'ops', 'involvement', 'require', 'open', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'create', 'today', 'isis', 'password', 'available', 'tomorrow', 'open', 'back', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'great', 'much', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'open', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'address', 'book', 'today', 'confirm', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'still', 'inbox', 'address', 'colleagues', 'attach', 'mailbox', 'enough', 'check', 'end', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'open', 'sas', 'admin', 'resolve', 'asap', 'reinstate', 'generic', 'account', 'hasadminuwe', 'check', 'back', 'flag', 'resolve', 'unless', 'hear', 'days']",Mail
278,phone  properly ext   skype business connect exchange  list conversations might  exchange  credentials might  outdated info skype business enter username password register   reboot couple    <> log debra log  phone  properly ext    view progress    visit self  portal alternatively   without modify  phone    <> reassign phone  properly ext priority assign unify comms     skype business connect exchange  list conversations might  exchange  credentials might  outdated info skype business enter username password register   reboot couple    <>    phone  properly ext debra   phone  test  think resolve   extension <>  <>    phone  properly ext  yes  ring tone  job moment  part helplines yet   <>  phone  properly ext   open    <>  debra resolve  phone  properly ext   phone  think  ready    days   days      note      say          ,"['phone', 'properly', 'ext', 'skype', 'business', 'connect', 'exchange', 'list', 'conversations', 'might', 'exchange', 'credentials', 'might', 'outdated', 'info', 'skype', 'business', 'enter', 'username', 'password', 'register', 'reboot', 'couple', 'log', 'debra', 'log', 'phone', 'properly', 'ext', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'phone', 'properly', 'ext', 'priority', 'assign', 'unify', 'comms', 'skype', 'business', 'connect', 'exchange', 'list', 'conversations', 'might', 'exchange', 'credentials', 'might', 'outdated', 'info', 'skype', 'business', 'enter', 'username', 'password', 'register', 'reboot', 'couple', 'phone', 'properly', 'ext', 'debra', 'phone', 'test', 'think', 'resolve', 'extension', 'phone', 'properly', 'ext', 'yes', 'ring', 'tone', 'job', 'moment', 'part', 'helplines', 'yet', 'phone', 'properly', 'ext', 'open', 'debra', 'resolve', 'phone', 'properly', 'ext', 'phone', 'think', 'ready', 'days', 'days', 'note', 'say']",Software and Access
279,personal mastery leadership presentation  exec blackboard    another student  apologies confusion idea areas submission create happen areas essay storyboard rightly say presentation apologies confusion  wish <> log  log  personal mastery leadership presentation   <>  view progress    visit self  portal alternatively   without modify  phone    <> reassign personal mastery leadership presentation priority assign learn research   exec blackboard    another student  apologies confusion idea areas submission create happen areas essay storyboard rightly say presentation apologies confusion  wish <>   resolve  personal mastery leadership presentation   information already provide explain third entry manually create formative assignment think  ready    days   days      note      say          <>   resolve  personal mastery leadership presentation   information already provide explain third entry manually create formative assignment think  ready    days   days      note      say          <> unresolved  assign team    personal mastery leadership presentation open    <>   resolve  personal mastery leadership presentation   information already provide explain third entry manually create formative assignment think  ready    days   days      note      say          ,"['personal', 'mastery', 'leadership', 'presentation', 'exec', 'blackboard', 'another', 'student', 'apologies', 'confusion', 'idea', 'areas', 'submission', 'create', 'happen', 'areas', 'essay', 'storyboard', 'rightly', 'say', 'presentation', 'apologies', 'confusion', 'wish', 'log', 'log', 'personal', 'mastery', 'leadership', 'presentation', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'personal', 'mastery', 'leadership', 'presentation', 'priority', 'assign', 'learn', 'research', 'exec', 'blackboard', 'another', 'student', 'apologies', 'confusion', 'idea', 'areas', 'submission', 'create', 'happen', 'areas', 'essay', 'storyboard', 'rightly', 'say', 'presentation', 'apologies', 'confusion', 'wish', 'resolve', 'personal', 'mastery', 'leadership', 'presentation', 'information', 'already', 'provide', 'explain', 'third', 'entry', 'manually', 'create', 'formative', 'assignment', 'think', 'ready', 'days', 'days', 'note', 'say', 'resolve', 'personal', 'mastery', 'leadership', 'presentation', 'information', 'already', 'provide', 'explain', 'third', 'entry', 'manually', 'create', 'formative', 'assignment', 'think', 'ready', 'days', 'days', 'note', 'say', 'unresolved', 'assign', 'team', 'personal', 'mastery', 'leadership', 'presentation', 'open', 'resolve', 'personal', 'mastery', 'leadership', 'presentation', 'information', 'already', 'provide', 'explain', 'third', 'entry', 'manually', 'create', 'formative', 'assignment', 'think', 'ready', 'days', 'days', 'note', 'say']",Software and Access
280,linux user   add accout linux system    root user machine   add sudo user locate  brl <> log  log  linux user   add accout linux system    view progress    visit self  portal alternatively   without modify  phone    <> reassign linux user   add accout linux system priority assign  desk     root user machine   add sudo user locate  brl open    <> reassign linux user   add accout linux system priority assign client  location  assign discuss open    <>  linux user   add accout linux system around afternoon visit  <>  linux user   add accout linux system  yes around afternoon   cheer <>  linux user   add accout linux system   open    <>  linux user   add accout linux system    workshop retreat sure back alright drop tomorrow  pen drive add extra user cheer <>   resolve  linux user   add accout linux system    user think  ready    days   days      note      say          ,"['linux', 'user', 'add', 'accout', 'linux', 'system', 'root', 'user', 'machine', 'add', 'sudo', 'user', 'locate', 'brl', 'log', 'log', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'priority', 'assign', 'desk', 'root', 'user', 'machine', 'add', 'sudo', 'user', 'locate', 'brl', 'open', 'reassign', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'priority', 'assign', 'client', 'location', 'assign', 'discuss', 'open', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'around', 'afternoon', 'visit', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'yes', 'around', 'afternoon', 'cheer', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'open', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'workshop', 'retreat', 'sure', 'back', 'alright', 'drop', 'tomorrow', 'pen', 'drive', 'add', 'extra', 'user', 'cheer', 'resolve', 'linux', 'user', 'add', 'accout', 'linux', 'system', 'user', 'think', 'ready', 'days', 'days', 'note', 'say']",Software and Access
281,security  generic inbox load anything since <> december someone  give   pop  security  inbox seem   since <> december load settings   receive  inbox nothing  configuration settings  custodian account check permissions still    <> log  log  security  generic inbox load anything since <> december    view progress    visit self  portal alternatively   without modify  phone    <> reassign security  generic inbox load anything since <> december priority assign desktop  someone  give   pop  security  inbox seem   since <> december load settings   receive  inbox nothing  configuration settings  custodian account check permissions still    open    <>    security  generic inbox load anything since <> december     visit inbox  confirm base   <>    security  generic inbox load anything since <> december  base room location come  today days tomorrow  <>  security  generic inbox load anything since <> december   open    <>   resolve  security  generic inbox load anything since <> december   add inbox  folder think  ready    days   days      note      say          ,"['security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'someone', 'give', 'pop', 'security', 'inbox', 'seem', 'since', 'december', 'load', 'settings', 'receive', 'inbox', 'nothing', 'configuration', 'settings', 'custodian', 'account', 'check', 'permissions', 'still', 'log', 'log', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'view', 'progress', 'visit', 'self', 'portal', 'alternatively', 'without', 'modify', 'phone', 'reassign', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'priority', 'assign', 'desktop', 'someone', 'give', 'pop', 'security', 'inbox', 'seem', 'since', 'december', 'load', 'settings', 'receive', 'inbox', 'nothing', 'configuration', 'settings', 'custodian', 'account', 'check', 'permissions', 'still', 'open', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'visit', 'inbox', 'confirm', 'base', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'base', 'room', 'location', 'come', 'today', 'days', 'tomorrow', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'open', 'resolve', 'security', 'generic', 'inbox', 'load', 'anything', 'since', 'december', 'add', 'inbox', 'folder', 'think', 'ready', 'days', 'days', 'note', 'say']",Mail
282,windows product activation  helpdesk  warn  windows product activation laptop system name  appear discontinuation         log windows product activation  log  reference    windows product activation     without modify  view   via self  portal  <> <> <> quote   <> reassign  information assign  desk status progress open    <> reassign windows product activation  windows product activation assign project management assignment  problems  windows activation open    <> reassign windows product activation  windows product activation assign  desk assignment  sorry idea maybe desktop systems open    <> reassign windows product activation  windows product activation assign desktop assignment  project management  assist  recommend desktop systems open    <>    windows product activation  win activation still   <>    windows product activation   <>  windows product activation   open    <>    windows product activation  apologies take  quite  catch     resolve  <>    windows product activation   hear around tomorrow <> dec <> <> <> thursday <>   <>  windows product activation   open    <>    windows product activation  apologies miss previous  plan  run last week christmas   another  access take   fix remotely  log device ideally    log without kick meet afternoon    <>    windows product activation  anytime today tomorrow fine available office <> <>ish   <>  windows product activation   open    <>    windows product activation  take  anytime today  log remotely  access computer approximately mins   convenient  today ready logout  computer power login window connect  network log fix computer may  restart couple   idea save anything    <>   complete  windows product activation    report activate case    investigate  think  ready    days   days      note       say          <>,"['windows', 'product', 'activation', 'helpdesk', 'warn', 'windows', 'product', 'activation', 'laptop', 'system', 'name', 'appear', 'discontinuation', 'log', 'windows', 'product', 'activation', 'log', 'reference', 'windows', 'product', 'activation', 'without', 'modify', 'view', 'via', 'self', 'portal', 'quote', 'reassign', 'information', 'assign', 'desk', 'status', 'progress', 'open', 'reassign', 'windows', 'product', 'activation', 'windows', 'product', 'activation', 'assign', 'project', 'management', 'assignment', 'problems', 'windows', 'activation', 'open', 'reassign', 'windows', 'product', 'activation', 'windows', 'product', 'activation', 'assign', 'desk', 'assignment', 'sorry', 'idea', 'maybe', 'desktop', 'systems', 'open', 'reassign', 'windows', 'product', 'activation', 'windows', 'product', 'activation', 'assign', 'desktop', 'assignment', 'project', 'management', 'assist', 'recommend', 'desktop', 'systems', 'open', 'windows', 'product', 'activation', 'win', 'activation', 'still', 'windows', 'product', 'activation', 'windows', 'product', 'activation', 'open', 'windows', 'product', 'activation', 'apologies', 'take', 'quite', 'catch', 'resolve', 'windows', 'product', 'activation', 'hear', 'around', 'tomorrow', 'dec', 'thursday', 'windows', 'product', 'activation', 'open', 'windows', 'product', 'activation', 'apologies', 'miss', 'previous', 'plan', 'run', 'last', 'week', 'christmas', 'another', 'access', 'take', 'fix', 'remotely', 'log', 'device', 'ideally', 'log', 'without', 'kick', 'meet', 'afternoon', 'windows', 'product', 'activation', 'anytime', 'today', 'tomorrow', 'fine', 'available', 'office', 'ish', 'windows', 'product', 'activation', 'open', 'windows', 'product', 'activation', 'take', 'anytime', 'today', 'log', 'remotely', 'access', 'computer', 'approximately', 'mins', 'convenient', 'today', 'ready', 'logout', 'computer', 'power', 'login', 'window', 'connect', 'network', 'log', 'fix', 'computer', 'may', 'restart', 'couple', 'idea', 'save', 'anything', 'complete', 'windows', 'product', 'activation', 'report', 'activate', 'case', 'investigate', 'think', 'ready', 'days', 'days', 'note', 'say']",Software and Access
283,alumni online access  afternoon alumni  english literature <><>  return academic study  access online library resources unfortunately login  longer valid anyway provide guest login online library search order read journals online book  matter  greatly appreciate remember support team incredibly useful     <>        alumni online access      refer page apply alumni library membership   <>  alumni online access     library   click link  library    <>  alumni online access    back  library directly  report advise check developments assume cross wire  yet  <> unresolved alumni online access  assign team open    <> reassign alumni online access  alumni online access assign  desk  assignment  assign open    <> reassign alumni online access  alumni online access assign learn research assignment  assiging something guy deal open    <>  alumni online access   register student  thing  visit library  location site  access resources external borrower live locally local library card bring unfortunately online access via temporary login unavailable may become available future  <>   complete  alumni online access   information provide   think  ready    days   days      note       say          <>,"['alumni', 'online', 'access', 'afternoon', 'alumni', 'english', 'literature', 'return', 'academic', 'study', 'access', 'online', 'library', 'resources', 'unfortunately', 'login', 'longer', 'valid', 'anyway', 'provide', 'guest', 'login', 'online', 'library', 'search', 'order', 'read', 'journals', 'online', 'book', 'matter', 'greatly', 'appreciate', 'remember', 'support', 'team', 'incredibly', 'useful', 'alumni', 'online', 'access', 'refer', 'page', 'apply', 'alumni', 'library', 'membership', 'alumni', 'online', 'access', 'library', 'click', 'link', 'library', 'alumni', 'online', 'access', 'back', 'library', 'directly', 'report', 'advise', 'check', 'developments', 'assume', 'cross', 'wire', 'yet', 'unresolved', 'alumni', 'online', 'access', 'assign', 'team', 'open', 'reassign', 'alumni', 'online', 'access', 'alumni', 'online', 'access', 'assign', 'desk', 'assignment', 'assign', 'open', 'reassign', 'alumni', 'online', 'access', 'alumni', 'online', 'access', 'assign', 'learn', 'research', 'assignment', 'assiging', 'something', 'guy', 'deal', 'open', 'alumni', 'online', 'access', 'register', 'student', 'thing', 'visit', 'library', 'location', 'site', 'access', 'resources', 'external', 'borrower', 'live', 'locally', 'local', 'library', 'card', 'bring', 'unfortunately', 'online', 'access', 'via', 'temporary', 'login', 'unavailable', 'may', 'become', 'available', 'future', 'complete', 'alumni', 'online', 'access', 'information', 'provide', 'think', 'ready', 'days', 'days', 'note', 'say']",Account and Password
284,remote access question last two years greenhouse heat fail christmas period  remote access  home christmas break unable  connection possible   something   greenhouse tomtech data remotely example take  laptop home   home wifi connection allow access tomtech  <> log remote access question  log  reference    remote access question     without modify  view   via self  portal  <> <> <> quote   ,"['remote', 'access', 'question', 'last', 'two', 'years', 'greenhouse', 'heat', 'fail', 'christmas', 'period', 'remote', 'access', 'home', 'christmas', 'break', 'unable', 'connection', 'possible', 'something', 'greenhouse', 'tomtech', 'data', 'remotely', 'example', 'take', 'laptop', 'home', 'home', 'wifi', 'connection', 'allow', 'access', 'tomtech', 'log', 'remote', 'access', 'question', 'log', 'reference', 'remote', 'access', 'question', 'without', 'modify', 'view', 'via', 'self', 'portal', 'quote']",Software and Access
285,creative cloud longer load adobe products say licence expire   <>       creative cloud     may wish download adobe software adobe creative cloud keep  renew license creative cloud instal open sign  password require sign head apps tab install adobe software        <>    <> unresolved creative cloud  assign team open    <> reassign creative cloud  creative cloud assign desktop assignment  access deny log adobe open    <>    creative cloud  order  licence    adobe convert account type   licence affect access anything adobe recommend back file store cloud storage  adobe cloud storage adobe lightroom cloud worry much   happy   <>    creative cloud  either   cheer <>  creative cloud   open    <>   complete  creative cloud    submit  adobe receive  instructions   sign adobe   password     account  <>,"['creative', 'cloud', 'longer', 'load', 'adobe', 'products', 'say', 'licence', 'expire', 'creative', 'cloud', 'may', 'wish', 'download', 'adobe', 'software', 'adobe', 'creative', 'cloud', 'keep', 'renew', 'license', 'creative', 'cloud', 'instal', 'open', 'sign', 'password', 'require', 'sign', 'head', 'apps', 'tab', 'install', 'adobe', 'software', 'unresolved', 'creative', 'cloud', 'assign', 'team', 'open', 'reassign', 'creative', 'cloud', 'creative', 'cloud', 'assign', 'desktop', 'assignment', 'access', 'deny', 'log', 'adobe', 'open', 'creative', 'cloud', 'order', 'licence', 'adobe', 'convert', 'account', 'type', 'licence', 'affect', 'access', 'anything', 'adobe', 'recommend', 'back', 'file', 'store', 'cloud', 'storage', 'adobe', 'cloud', 'storage', 'adobe', 'lightroom', 'cloud', 'worry', 'much', 'happy', 'creative', 'cloud', 'either', 'cheer', 'creative', 'cloud', 'open', 'complete', 'creative', 'cloud', 'submit', 'adobe', 'receive', 'instructions', 'sign', 'adobe', 'password', 'account']",Software and Access
